host_id,event_time,event_type,action,chain_phase,technique,variant,domain,bytes_kb,city,is_abnormal,peer_host
H003973,2026-07-24 14:00:42,email_open,阅读邮件（内部往来 1）,,,,oa.company.cn,,,,
H001547,2026-07-24 14:00:46,login,登录办公终端,,T1078,,,,南京市,,
H006473,2026-07-24 14:09:34,web_visit,访问内部 OA/知识库,,T1071,,wiki.company.cn,,,,
H001651,2026-07-24 14:10:12,failed_login,密码错误自动重试,,T1110.001,,,,,,
H004816,2026-07-24 14:10:44,web_visit,访问内部 OA/知识库,,T1071,,npm.company.cn,,,,
H003893,2026-07-24 14:11:53,login,登录办公终端,,T1078,,,,,,
H001986,2026-07-24 14:13:13,login,登录办公终端,,T1078,,,,,,
H003833,2026-07-24 14:15:23,failed_login,密码错误自动重试,,T1110.001,,,,,,
H003833,2026-07-24 14:17:43,login,登录办公终端,,T1078,,,,,,
H000117,2026-07-24 14:19:50,dns_query,域名解析,,T1071.001,,baidu.com,,,,
H001269,2026-07-24 14:22:39,web_visit,访问内部 OA/知识库,,T1071,,npm.company.cn,,,,
H001986,2026-07-24 14:22:56,email_open,阅读邮件（内部往来 1）,,,,mail.company.cn,,,,
H004564,2026-07-24 14:23:30,failed_login,密码错误自动重试,,T1110.001,,,,,,
H004564,2026-07-24 14:26:25,email_open,阅读邮件（内部往来 1）,,,,npm.company.cn,,,,
H006113,2026-07-24 14:31:13,failed_login,密码错误自动重试,,T1110.001,,,,,,
H001651,2026-07-24 14:31:25,email_open,阅读邮件（内部往来 1）,,,,kb.company.cn,,,,
H001235,2026-07-24 14:37:45,login,登录办公终端,,T1078,,,,,,
H008931,2026-07-24 14:43:08,dns_query,HTTPS 隧道心跳（伪装正常访问）,persist,T1071.001,evasive,cdn-verify-svc.net,,,,
H001269,2026-07-24 14:44:05,failed_login,密码错误自动重试,,T1110.001,,,,,,
H009698,2026-07-24 14:44:15,login,登录办公终端,,T1078,,,,,,
H001269,2026-07-24 14:47:18,email_open,阅读邮件（内部往来 1）,,,,npm.company.cn,,,,
H006473,2026-07-24 14:53:48,dns_query,域名解析,,T1071.001,,mail.company.cn,,,,
H004724,2026-07-24 14:55:13,login,登录办公终端,,T1078,,,,,,
H006373,2026-07-24 14:55:29,email_open,阅读邮件（内部往来 1）,,,,wiki.company.cn,,,,
H006718,2026-07-24 14:56:14,failed_login,密码错误自动重试,,T1110.001,,,,,,
H005614,2026-07-24 14:57:15,dns_query,域名解析,,T1071.001,,taobao.com,,,,
H000117,2026-07-24 15:05:20,failed_login,密码错误自动重试,,T1110.001,,,,,,
H004724,2026-07-24 15:05:31,email_open,阅读邮件（内部往来 1）,,,,wiki.company.cn,,,,
H004058,2026-07-24 15:08:17,email_open,阅读邮件（内部往来 1）,,,,docs.company.cn,,,,
H006311,2026-07-24 15:17:55,web_visit,访问内部 OA/知识库,,T1071,,wiki.company.cn,,,,
H004816,2026-07-24 15:18:42,dns_query,域名解析,,T1071.001,,bilibili.com,,,,
H006747,2026-07-24 15:22:53,email_open,阅读邮件（内部往来 1）,,,,npm.company.cn,,,,
H006373,2026-07-24 15:28:27,email_open,阅读邮件（内部往来 2）,,,,oa.company.cn,,,,
H005614,2026-07-24 15:32:18,failed_login,密码错误自动重试,,T1110.001,,,,,,
H003923,2026-07-24 15:32:22,email_open,阅读邮件（内部往来 1）,,,,mail.company.cn,,,,
H003910,2026-07-24 15:38:22,email_open,阅读邮件（内部往来 3）,,,,docs.company.cn,,,,
H003833,2026-07-24 15:41:05,upload,上传附件 10MB,,T1567,,docs.company.cn,8901,,,
H008164,2026-07-24 15:44:02,login,登录办公终端,,T1078,,,,,,
H001721,2026-07-24 15:44:33,web_visit,访问内部 OA/知识库,,T1071,,mail.company.cn,,,,
H000117,2026-07-24 15:48:54,web_visit,访问内部 OA/知识库,,T1071,,docs.company.cn,,,,
H001721,2026-07-24 15:48:57,failed_login,密码错误自动重试,,T1110.001,,,,,,
H007512,2026-07-24 15:49:54,dns_query,域名解析,,T1071.001,,baidu.com,,,,
H002223,2026-07-24 15:51:18,email_open,阅读邮件（内部往来 1）,,,,oa.company.cn,,,,
H004953,2026-07-24 15:54:25,login,登录办公终端,,T1078,,,,南京市,,
H001269,2026-07-24 16:02:20,dns_query,域名解析,,T1071.001,,npm.company.cn,,,,
H003973,2026-07-24 16:05:17,login,登录办公终端,,T1078,,,,,,
H009535,2026-07-24 16:07:53,email_open,阅读邮件（内部往来 2）,,,,kb.company.cn,,,,
H006373,2026-07-24 16:17:55,dns_query,域名解析,,T1071.001,,wiki.company.cn,,,,
H001402,2026-07-24 16:19:37,login,登录办公终端,,T1078,,,,,,
H000466,2026-07-24 16:19:46,login,登录办公终端,,T1078,,,,,,
H006718,2026-07-24 16:21:13,dns_query,域名解析,,T1071.001,,weibo.com,,,,
H004775,2026-07-24 16:23:06,email_open,阅读邮件（内部往来 1）,,,,oa.company.cn,,,,
H004080,2026-07-24 16:24:17,login,登录办公终端,,T1078,,,,,,
H003973,2026-07-24 16:32:01,download,下载文档/更新包 27MB,,T1204.002,,,9195,,,
H001177,2026-07-24 16:32:42,login,登录办公终端,,T1078,,,,,,
H001651,2026-07-24 16:34:04,web_visit,访问内部 OA/知识库,,T1071,,wiki.company.cn,,,,
H004564,2026-07-24 16:34:33,web_visit,访问内部 OA/知识库,,T1071,,npm.company.cn,,,,
H001796,2026-07-24 16:38:53,email_open,阅读邮件（内部往来 1）,,,,kb.company.cn,,,,
H005614,2026-07-24 16:39:58,web_visit,访问内部 OA/知识库,,T1071,,npm.company.cn,,,,
H003923,2026-07-24 16:40:39,download,下载文档/更新包 36MB,,T1204.002,,,31661,,,
H001796,2026-07-24 16:43:09,web_visit,访问内部 OA/知识库,,T1071,,oa.company.cn,,,,
H006718,2026-07-24 16:46:35,web_visit,访问内部 OA/知识库,,T1071,,oa.company.cn,,,,
H004816,2026-07-24 16:47:06,login,登录办公终端,,T1078,,,,,,
H001177,2026-07-24 16:48:30,email_open,阅读邮件（内部往来 1）,,,,kb.company.cn,,,,
H009691,2026-07-24 16:50:51,login,登录办公终端,,T1078,,,,东莞市,,
H001235,2026-07-24 16:51:10,web_visit,访问内部 OA/知识库,,T1071,,mail.company.cn,,,,
H006419,2026-07-24 16:51:38,failed_login,密码错误自动重试,,T1110.001,,,,,,
H009500,2026-07-24 16:53:30,web_visit,访问内部 OA/知识库,,T1071,,kb.company.cn,,,,
H009170,2026-07-24 16:53:33,dns_query,域名解析,,T1071.001,,weibo.com,,,,
H009535,2026-07-24 16:56:16,web_visit,访问内部 OA/知识库,,T1071,,mail.company.cn,,,,
H003533,2026-07-24 16:58:59,download,下载文档/更新包 15MB,,T1204.002,,,33269,,,
H001269,2026-07-24 16:59:19,login,登录办公终端,,T1078,,,,,,
H003923,2026-07-24 17:04:36,login,登录办公终端,,T1078,,,,,,
H007458,2026-07-24 17:08:18,web_visit,访问内部 OA/知识库,,T1071,,npm.company.cn,,,,
H007512,2026-07-24 17:12:49,email_open,阅读邮件（内部往来 4）,,,,kb.company.cn,,,,
H009170,2026-07-24 17:14:00,login,登录办公终端,,T1078,,,,,,
H006311,2026-07-24 17:14:39,web_visit,访问内部 OA/知识库,,T1071,,mail.company.cn,,,,
H001721,2026-07-24 17:18:35,email_open,阅读邮件（内部往来 2）,,,,docs.company.cn,,,,
H003043,2026-07-24 17:21:08,failed_login,密码错误自动重试,,T1110.001,,,,,,
H008057,2026-07-24 17:21:47,web_visit,访问内部 OA/知识库,,T1071,,kb.company.cn,,,,
H009979,2026-07-24 17:21:47,web_visit,访问内部 OA/知识库,,T1071,,mail.company.cn,,,,
H006473,2026-07-24 17:22:56,failed_login,密码错误自动重试,,T1110.001,,,,,,
H003910,2026-07-24 17:23:54,email_open,阅读邮件（内部往来 2）,,,,kb.company.cn,,,,
H009500,2026-07-24 17:25:09,email_open,阅读邮件（内部往来 1）,,,,oa.company.cn,,,,
H006311,2026-07-24 17:25:13,dns_query,域名解析,,T1071.001,,zhihu.com,,,,
H008214,2026-07-24 17:26:13,web_visit,访问内部 OA/知识库,,T1071,,npm.company.cn,,,,
H006473,2026-07-24 17:33:26,email_open,阅读邮件（内部往来 1）,,,,docs.company.cn,,,,
H007458,2026-07-24 17:33:53,email_open,阅读邮件（内部往来 1）,,,,mail.company.cn,,,,
H006419,2026-07-24 17:34:33,download,下载文档/更新包 34MB,,T1204.002,,,2993,,,
H006419,2026-07-24 17:35:08,failed_login,密码错误自动重试,,T1110.001,,,,,,
H008214,2026-07-24 17:35:16,login,登录办公终端,,T1078,,,,东莞市,,
H003833,2026-07-24 17:38:05,dns_query,域名解析,,T1071.001,,npm.company.cn,,,,
H009979,2026-07-24 17:46:20,failed_login,密码错误自动重试,,T1110.001,,,,,,
H005614,2026-07-24 17:46:54,download,下载文档/更新包 4MB,,T1204.002,,,5854,,,
H001419,2026-07-24 17:53:52,login,登录办公终端,,T1078,,,,,,
H006738,2026-07-24 17:57:25,web_visit,访问内部 OA/知识库,,T1071,,oa.company.cn,,,,
H008214,2026-07-24 18:02:06,email_open,阅读邮件（内部往来 1）,,,,mail.company.cn,,,,
H006738,2026-07-24 18:10:59,login,登录办公终端,,T1078,,,,,,
H001651,2026-07-24 18:24:39,email_open,阅读邮件（内部往来 2）,,,,mail.company.cn,,,,
H003533,2026-07-24 18:32:27,web_visit,访问内部 OA/知识库,,T1071,,mail.company.cn,,,,
H000559,2026-07-24 18:34:56,login,登录办公终端,,T1078,,,,,,
H000466,2026-07-24 18:35:42,dns_query,域名解析,,T1071.001,,github.com,,,,
H001547,2026-07-24 18:36:19,web_visit,访问内部 OA/知识库,,T1071,,kb.company.cn,,,,
H000805,2026-07-24 18:38:05,download,下载文档/更新包 38MB,,T1204.002,,,5172,,,
H003533,2026-07-24 18:41:53,email_open,阅读邮件（内部往来 2）,,,,oa.company.cn,,,,
H006049,2026-07-24 18:48:02,login,登录办公终端,,T1078,,,,,,
H001269,2026-07-24 18:50:10,email_open,阅读邮件（内部往来 2）,,,,mail.company.cn,,,,
H009535,2026-07-24 18:51:09,failed_login,密码错误自动重试,,T1110.001,,,,,,
H001721,2026-07-24 18:53:49,failed_login,密码错误自动重试,,T1110.001,,,,,,
H002907,2026-07-24 18:59:16,web_visit,访问内部 OA/知识库,,T1071,,docs.company.cn,,,,
H005614,2026-07-24 19:01:35,web_visit,访问内部 OA/知识库,,T1071,,wiki.company.cn,,,,
H001721,2026-07-24 19:03:41,email_open,阅读邮件（内部往来 1）,,,,wiki.company.cn,,,,
H009535,2026-07-24 19:20:52,email_open,阅读邮件（内部往来 1）,,,,npm.company.cn,,,,
H009170,2026-07-24 19:23:31,email_open,阅读邮件（内部往来 1）,,,,npm.company.cn,,,,
H004058,2026-07-24 19:24:33,download,下载文档/更新包 37MB,,T1204.002,,,23250,,,
H001177,2026-07-24 19:28:34,email_open,阅读邮件（内部往来 3）,,,,mail.company.cn,,,,
H005220,2026-07-24 19:33:12,login,登录办公终端,,T1078,,,,,,
H001547,2026-07-24 19:34:17,web_visit,访问内部 OA/知识库,,T1071,,npm.company.cn,,,,
H007458,2026-07-24 19:39:41,dns_query,域名解析,,T1071.001,,taobao.com,,,,
H003043,2026-07-24 19:54:49,login,登录办公终端,,T1078,,,,,,
H003533,2026-07-24 20:05:37,dns_query,域名解析,,T1071.001,,github.com,,,,
H006473,2026-07-24 20:06:48,login,登录办公终端,,T1078,,,,苏州市,,
H006049,2026-07-24 20:27:44,web_visit,访问内部 OA/知识库,,T1071,,kb.company.cn,,,,
H000117,2026-07-24 20:39:41,login,登录办公终端,,T1078,,,,,,
H006113,2026-07-24 20:47:19,web_visit,访问内部 OA/知识库,,T1071,,mail.company.cn,,,,
H006473,2026-07-24 21:18:33,web_visit,访问内部 OA/知识库,,T1071,,wiki.company.cn,,,,
H001651,2026-07-24 21:39:32,dns_query,域名解析,,T1071.001,,taobao.com,,,,
H006049,2026-07-24 22:00:02,upload,外传数据 64MB（疑似误用）,,T1567,,yunpan-free.net,65536,,,
H006049,2026-07-24 22:09:02,upload,外传数据 52MB（疑似误用）,,T1567,,yunpan-free.net,53248,,,
H004564,2026-07-24 22:34:58,download,下载文档/更新包 16MB,,T1204.002,,,20499,,,
H006419,2026-07-24 22:59:25,email_open,阅读邮件（内部往来 2）,,,,mail.company.cn,,,,
H006738,2026-07-24 22:59:34,failed_login,密码错误自动重试,,T1110.001,,,,,,
H004564,2026-07-24 23:41:44,login,登录办公终端,,T1078,,,,,,
H006896,2026-07-25 00:08:39,enum_attempt,账号枚举尝试（来自陌生 IP 1）,recon,T1087,obvious,,,南京市,,
H008931,2026-07-25 00:31:51,email_open,阅读邮件（内部往来 1）,,,,docs.company.cn,,,,
H006049,2026-07-25 01:37:25,login,登录办公终端,,T1078,,,,,,
H003416,2026-07-25 02:49:49,download,下载文档/更新包 28MB,,T1204.002,,,39513,,,
H000805,2026-07-25 04:36:14,failed_login,密码错误自动重试,,T1110.001,,,,,,
H007983,2026-07-25 07:17:36,web_visit,访问内部 OA/知识库,,T1071,,oa.company.cn,,,,
H003923,2026-07-25 07:23:25,email_open,阅读邮件（内部往来 1）,,,,docs.company.cn,,,,
H003752,2026-07-25 07:27:46,email_open,阅读邮件（内部往来 1）,,,,docs.company.cn,,,,
H007500,2026-07-25 07:29:11,failed_login,密码错误自动重试,,T1110.001,,,,,,
H001547,2026-07-25 07:37:48,dns_query,域名解析,,T1071.001,,mail.company.cn,,,,
H005988,2026-07-25 07:43:43,dns_query,域名解析,,T1071.001,,oa.company.cn,,,,
H006049,2026-07-25 07:55:35,email_open,阅读邮件（内部往来 1）,,,,oa.company.cn,,,,
H002907,2026-07-25 07:59:44,email_open,阅读邮件（内部往来 2）,,,,npm.company.cn,,,,
H001419,2026-07-25 08:04:15,email_open,阅读邮件（内部往来 2）,,,,kb.company.cn,,,,
H004362,2026-07-25 08:05:10,email_open,阅读邮件（内部往来 2）,,,,npm.company.cn,,,,
H007129,2026-07-25 08:10:30,email_open,阅读邮件（内部往来 2）,,,,kb.company.cn,,,,
H003416,2026-07-25 08:14:07,web_visit,访问内部 OA/知识库,,T1071,,oa.company.cn,,,,
H006896,2026-07-25 08:16:03,login,登录办公终端,,T1078,,,,,,
H004763,2026-07-25 08:18:54,email_open,阅读邮件（内部往来 1）,,,,wiki.company.cn,,,,
H004724,2026-07-25 08:19:45,web_visit,访问内部 OA/知识库,,T1071,,wiki.company.cn,,,,
H006049,2026-07-25 08:19:52,web_visit,访问内部 OA/知识库,,T1071,,mail.company.cn,,,,
H007500,2026-07-25 08:21:34,failed_login,密码错误自动重试,,T1110.001,,,,,,
H001402,2026-07-25 08:25:05,web_visit,访问内部 OA/知识库,,T1071,,kb.company.cn,,,,
H001547,2026-07-25 08:27:19,web_visit,访问内部 OA/知识库,,T1071,,npm.company.cn,,,,
H000466,2026-07-25 08:29:18,email_open,阅读邮件（内部往来 4）,,,,oa.company.cn,,,,
H003973,2026-07-25 08:34:47,login,登录办公终端,,T1078,,,,,,
H001986,2026-07-25 08:36:17,web_visit,访问内部 OA/知识库,,T1071,,wiki.company.cn,,,,
H007129,2026-07-25 08:36:44,download,下载文档/更新包 35MB,,T1204.002,,,38108,,,
H005496,2026-07-25 08:42:32,email_open,阅读邮件（内部往来 2）,,,,kb.company.cn,,,,
H009698,2026-07-25 08:43:04,web_visit,访问内部 OA/知识库,,T1071,,mail.company.cn,,,,
H003973,2026-07-25 08:46:16,email_open,阅读邮件（内部往来 1）,,,,mail.company.cn,,,,
H006750,2026-07-25 08:52:49,rule_create,设置邮件自动归档规则,,T1114.002,,,,,,
H002479,2026-07-25 08:54:36,web_visit,访问内部 OA/知识库,,T1071,,docs.company.cn,,,,
H002844,2026-07-25 08:56:04,login,登录办公终端,,T1078,,,,苏州市,,
H009535,2026-07-25 08:58:27,email_open,阅读邮件（内部往来 1）,,,,kb.company.cn,,,,
H006311,2026-07-25 09:00:45,web_visit,访问内部 OA/知识库,,T1071,,npm.company.cn,,,,
H008057,2026-07-25 09:01:52,dns_query,域名解析,,T1071.001,,baidu.com,,,,
H004950,2026-07-25 09:08:11,failed_login,密码错误自动重试,,T1110.001,,,,,,
H005988,2026-07-25 09:09:15,email_open,阅读邮件（内部往来 2）,,,,kb.company.cn,,,,
H007500,2026-07-25 09:12:13,web_visit,访问内部 OA/知识库,,T1071,,wiki.company.cn,,,,
H004902,2026-07-25 09:12:56,email_open,阅读邮件（内部往来 1）,,,,docs.company.cn,,,,
H007983,2026-07-25 09:13:45,failed_login,密码错误自动重试,,T1110.001,,,,,,
H001986,2026-07-25 09:13:46,email_open,阅读邮件（内部往来 1）,,,,docs.company.cn,,,,
H000466,2026-07-25 09:15:01,email_open,阅读邮件（内部往来 2）,,,,oa.company.cn,,,,
H006373,2026-07-25 09:19:41,web_visit,访问内部 OA/知识库,,T1071,,npm.company.cn,,,,
H003973,2026-07-25 09:20:15,web_visit,访问内部 OA/知识库,,T1071,,npm.company.cn,,,,
H003910,2026-07-25 09:22:32,login,登录办公终端,,T1078,,,,,,
H007030,2026-07-25 09:22:51,login,登录办公终端,,T1078,,,,西安市,,
H007512,2026-07-25 09:26:07,email_open,阅读邮件（内部往来 1）,,,,wiki.company.cn,,,,
H009979,2026-07-25 09:30:17,email_open,阅读邮件（内部往来 1）,,,,oa.company.cn,,,,
H002774,2026-07-25 09:30:47,email_open,阅读邮件（内部往来 4）,,,,npm.company.cn,,,,
H004717,2026-07-25 09:38:17,web_visit,访问内部 OA/知识库,,T1071,,wiki.company.cn,,,,
H003752,2026-07-25 09:38:24,web_visit,访问内部 OA/知识库,,T1071,,oa.company.cn,,,,
H006049,2026-07-25 09:38:50,failed_login,密码错误自动重试,,T1110.001,,,,,,
H009903,2026-07-25 09:45:20,email_open,阅读邮件（内部往来 1）,,,,kb.company.cn,,,,
H003416,2026-07-25 09:45:54,email_open,阅读邮件（内部往来 3）,,,,docs.company.cn,,,,
H005496,2026-07-25 09:48:32,email_open,阅读邮件（内部往来 3）,,,,npm.company.cn,,,,
H003752,2026-07-25 09:49:59,failed_login,密码错误自动重试,,T1110.001,,,,,,
H005496,2026-07-25 09:51:56,login,登录办公终端,,T1078,,,,,,
H009170,2026-07-25 09:54:17,download,下载文档/更新包 25MB,,T1204.002,,,25566,,,
H006113,2026-07-25 10:00:06,login,登录办公终端,,T1078,,,,武汉市,,
H007983,2026-07-25 10:00:13,dns_query,域名解析,,T1071.001,,qq.com,,,,
H004717,2026-07-25 10:01:21,failed_login,密码错误自动重试,,T1110.001,,,,,,
H003973,2026-07-25 10:02:32,web_visit,访问内部 OA/知识库,,T1071,,npm.company.cn,,,,
H000805,2026-07-25 10:03:11,login,登录办公终端,,T1078,,,,,,
H004956,2026-07-25 10:08:20,email_open,阅读邮件（内部往来 2）,,,,mail.company.cn,,,,
H009535,2026-07-25 10:10:40,download,下载文档/更新包 24MB,,T1204.002,,,2435,,,
H003893,2026-07-25 10:11:31,email_open,阅读邮件（内部往来 1）,,,,wiki.company.cn,,,,
H003910,2026-07-25 10:15:28,email_open,阅读邮件（内部往来 2）,,,,docs.company.cn,,,,
H002907,2026-07-25 10:15:54,web_visit,访问内部 OA/知识库,,T1071,,docs.company.cn,,,,
H006311,2026-07-25 10:16:07,login,登录办公终端,,T1078,,,,,,
H004058,2026-07-25 10:20:40,email_open,阅读邮件（内部往来 1）,,,,docs.company.cn,,,,
H003973,2026-07-25 10:22:33,dns_query,域名解析,,T1071.001,,npm.company.cn,,,,
H004362,2026-07-25 10:22:55,email_open,阅读邮件（内部往来 3）,,,,mail.company.cn,,,,
H003043,2026-07-25 10:29:18,failed_login,密码错误自动重试,,T1110.001,,,,,,
H000466,2026-07-25 10:30:24,email_open,阅读邮件（内部往来 3）,,,,oa.company.cn,,,,
H005600,2026-07-25 10:30:52,login,登录办公终端,,T1078,,,,,,
H004362,2026-07-25 10:33:38,email_open,阅读邮件（内部往来 1）,,,,npm.company.cn,,,,
H004763,2026-07-25 10:36:40,login,登录办公终端,,T1078,,,,,,
H005600,2026-07-25 10:41:14,failed_login,密码错误自动重试,,T1110.001,,,,,,
H007500,2026-07-25 10:41:50,dns_query,域名解析,,T1071.001,,zhihu.com,,,,
H002907,2026-07-25 10:45:19,email_open,阅读邮件（内部往来 1）,,,,wiki.company.cn,,,,
H004058,2026-07-25 10:45:30,email_open,阅读邮件（内部往来 2）,,,,kb.company.cn,,,,
H004724,2026-07-25 10:46:43,login,登录办公终端,,T1078,,,,,,
H001419,2026-07-25 10:47:58,failed_login,密码错误自动重试,,T1110.001,,,,,,
H003533,2026-07-25 10:48:19,email_open,阅读邮件（内部往来 1）,,,,kb.company.cn,,,,
H001721,2026-07-25 10:49:46,download,下载文档/更新包 10MB,,T1204.002,,,13184,,,
H006113,2026-07-25 10:51:45,web_visit,访问内部 OA/知识库,,T1071,,wiki.company.cn,,,,
H006566,2026-07-25 10:53:12,login,登录办公终端,,T1078,,,,,,
H003923,2026-07-25 10:54:46,email_open,阅读邮件（内部往来 2）,,,,npm.company.cn,,,,
H000466,2026-07-25 11:00:40,web_visit,访问内部 OA/知识库,,T1071,,mail.company.cn,,,,
H007129,2026-07-25 11:04:22,login,登录办公终端,,T1078,,,,,,
H001986,2026-07-25 11:05:20,failed_login,密码错误自动重试,,T1110.001,,,,,,
H003752,2026-07-25 11:07:18,dns_query,域名解析,,T1071.001,,wiki.company.cn,,,,
H004362,2026-07-25 11:09:07,dns_query,域名解析,,T1071.001,,kb.company.cn,,,,
H001402,2026-07-25 11:10:04,email_open,阅读邮件（内部往来 1）,,,,oa.company.cn,,,,
H003910,2026-07-25 11:14:27,web_visit,访问内部 OA/知识库,,T1071,,kb.company.cn,,,,
H000466,2026-07-25 11:15:20,web_visit,访问内部 OA/知识库,,T1071,,oa.company.cn,,,,
H003533,2026-07-25 11:16:46,web_visit,访问内部 OA/知识库,,T1071,,docs.company.cn,,,,
H000805,2026-07-25 11:17:16,web_visit,访问内部 OA/知识库,,T1071,,mail.company.cn,,,,
H003752,2026-07-25 11:22:09,login,登录办公终端,,T1078,,,,,,
